,Unnamed: 0,ID,Latlng,Title,Age,Gender,Work_experience,Last_employment_date,Education,Sector,Salary,Shopping_center_id,Distance_to_sc,Train_station_id,Distance_to_train_station,Travel_min_to_CBD
141,141,ID5366252,[-37.669633 144.89724],Mr,32,0.0,7,2018-02-16,0,Finance,2388.0,SC_026,4.600574573472649,7294,0.38363663520700486,0
142,142,ID3679471,[-37.748972 145.005034],Mr,26,0.0,3,2019-05-10,1,IT,1323.0,SC_047,2.5071656609973783,4203,0.11951993607325664,0
143,143,ID3583347,[-37.980523 145.235621],Mr,28,0.0,2,2018-10-09,0,IT,520.0,SC_049,11.49947879954734,1319,0.45388211469039275,0
144,144,ID5458680,[-37.79556274 144.988739],Mr,33,0.0,5,2018-09-26,0,Finance,1687.0,SC_008,2.457036640510206,6050,0.3618529803078885,0
145,145,ID5932055,[-37.714382 145.02811],Dr,29,0.0,9,2018-11-25,1,Finance,3790.0,SC_047,2.6943723690971417,2744,0.14131251333846323,0
146,146,ID7987274,[-37.79686 144.928871],Mrs,51,1.0,24,2019-08-26,0,Data Science,9549.0,SC_011,1.960460787431648,7452,0.27990406241339333,0
147,147,ID7979925,[-37.90372086 145.2793427],Mr,30,0.0,8,2018-05-09,0,Data Science,3048.0,SC_049,2.7382839156846517,12882,0.26150147929920436,0
148,148,ID5570229,[-37.984846 145.223395],Mr,34,0.0,8,2018-03-12,0,Finance,2734.0,SC_003,11.872257367850219,3110,0.15550026842685302,0
149,149,ID7377409,[-37.773388 145.353483],Mr,27,0.0,7,2018-12-14,0,Data Science,2660.0,SC_022,6.814891864667259,12813,0.05979662765165647,0
150,150,ID7673731,[-37.80604172 144.8924103],Mr,29,0.0,4,2018-01-25,1,Data Science,2356.0,SC_043,3.0442362079489422,11403,0.06434226589835527,0
151,151,ID3699262,[-37.717085 145.08794],Mrs,31,1.0,4,2019-10-09,0,IT,1308.0,SC_017,4.627278553004199,10954,0.3809151510266647,0
152,152,ID7287502,[-37.570405 144.921656],Mr,28,0.0,4,2019-11-28,0,Data Science,1458.0,SC_005,0.4753636085303555,51768,0.14411885594689214,0
153,153,ID3133652,[-37.749297 144.764958],Dr,46,1.0,19,2019-11-02,1,IT,6267.0,SC_048,2.7476418890581344,4916,0.24195759417647167,0
154,154,ID3614075,[-37.673022 144.918112],Mr,42,0.0,11,2018-05-26,0,IT,3170.0,SC_026,3.9990315003154944,8103,0.19564605480664143,0
155,155,ID3805699,[-37.69559 144.924661],Mrs,33,1.0,4,2018-10-25,0,IT,1298.0,SC_010,3.90199766554571,7493,0.14331324984286922,0
156,156,ID3999817,[-37.7700882 145.009613],Mr,32,0.0,6,2019-12-02,1,IT,2208.0,SC_001,2.8386011841506615,4786,0.166886154426227,0
157,157,ID3814235,[-38.01889 145.095789],Mr,35,0.0,9,2019-03-10,0,IT,2594.0,SC_003,5.343145775072806,22378,0.15512384619282651,0
158,158,ID3265564,[-37.6960144 144.9175873],Mr,29,0.0,3,2018-02-14,0,IT,814.0,SC_010,3.3609094006435836,20031,0.18167282490927897,35
159,159,ID7442639,[-38.016974 145.28258],Mrs,32,1.0,7,2019-07-31,0,Data Science,2844.0,SC_049,13.8128533621453,17543,0.48988777576471765,0
160,160,ID5730052,[-37.92353821 145.03479],Mrs,32,1.0,6,2019-03-13,1,Finance,3040.0,SC_046,1.8020175431239687,19938,0.1888022431758379,40
161,161,ID3442875,[-37.80061 145.055589],Mrs,34,1.0,9,2018-12-27,1,IT,3297.0,SC_001,3.832430684465073,13637,0.0446441180348876,0
162,162,ID5787231,[-37.980079 145.060239],Mr,27,0.0,4,2018-02-18,0,Finance,1346.0,SC_003,2.71550250657613,3522,0.06924627084128186,0
163,163,ID7188026,[-38.059414 145.129418],Dr,33,0.0,3,2018-08-19,1,Data Science,1940.0,SC_003,10.43374482072283,2502,0.3254881883184415,0
164,164,ID3151785,[-37.791211 144.888661],Dr,33,0.0,8,2019-06-22,1,IT,2800.0,SC_043,2.4012178297049065,18501,0.08540892760424053,0
165,165,ID3573197,[-37.65749 144.935098],Dr,26,0.0,2,2019-11-06,1,IT,1027.0,SC_026,2.09469675180202,8873,0.11333898759454121,0
166,166,ID7357104,[-37.84482574 145.0703735],Mrs,28,1.0,4,2018-09-17,0,Data Science,1655.0,SC_042,4.06377689921576,21077,0.11017283355934657,0
167,167,ID3657498,[-37.8627 145.023184],Mrs,34,1.0,5,2018-03-14,0,IT,1603.0,SC_023,2.288432243137838,940,0.119131993363095,0
168,168,ID5369607,[-37.810835 144.897286],Mr,46,0.0,14,2019-02-01,0,Finance,4807.0,SC_011,3.5714384098958765,10228,0.08376055932377456,0
169,169,ID3434510,[-37.714049 144.776596],Mrs,26,1.0,6,2019-01-19,0,IT,1922.0,SC_048,3.7342143878172602,47569,0.24339429335998672,0
170,170,ID7790398,[-37.92537 145.125699],Mrs,26,1.0,2,2018-05-13,0,Data Science,865.0,SC_003,6.017490411057362,51598,0.4129798239295952,0
171,171,ID3990770,[-37.66694641 144.9393158],Mrs,26,1.0,3,2019-02-18,0,IT,1024.0,SC_026,3.1933871444978372,9054,0.18868180099529316,0
